,Team,Elo
142,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Politoed_Tank, Ampharos_Cleric, Braviary_Physical Attacker, Swampert_Defensive",1186.2377595556914
143,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Victini_MixTini, Infernape_Lead, Tyranitar_Choice Scarf, Terrakion_Swords Dance",1287.5914321774846
144,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Zapdos_Specially Defensive, Kingdra_Critdra, Thundurus-Therian_Double Dance, Minccino_Life Orb",1119.6057405135932
145,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Dragonite_Choice Band, Altaria_Special Attacker, Aipom_Eviolite, Simipour_Choice Scarf",962.9232018006524
146,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Chikorita_Aromatherapy, Mesprit_Offensive Stealth Rock, Trevenant_Wallbreaker, Kyurem_SubRoost",975.8528360918422
147,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Furfrou_Offensive Pivot, Dragonite_Fly Nite, Infernape_Choice Scarf, Qwilfish_Defensive Spiker",877.9836283168685
148,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Cresselia_Defensive, Mew_Stallbreaker, Bulbasaur_Life Orb Sun Sweeper, Lickitung_Wish Support",784.6823097809385
149,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Celebi_Baton Pass, Ampharos_Cleric, Electivire_All-out Attacker, Manaphy_Tail Glow + Rain Dance",1090.903271590474
150,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Garchomp_Offensive Stealth Rock, Aerodactyl-Mega_Offensive, Castform_Chasing Rainbows, Articuno_Burd (Offensive)",1234.9791066637085
151,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Elekid_Physical Attacker, Emboar_All-out Attacker, Skrelp_Special Attacker, Torterra_Choice Band",924.6549286365113
152,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Maractus_Spikes Lead, Venusaur-Mega_Defensive, Dunsparce_Stealth Rock, Infernape_Nasty Plot",812.5373045976206
153,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Porygon-Z_Choice Scarf, Gyarados_Substitute + Dragon Dance, Infernape_Nasty Plot, Zygarde_Parashuffler",1061.5524159471706
154,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Gastrodon_Physically Defensive, Roserade_Specially Defensive, Victreebel_Chlorophyll Sweeper, Gurdurr_Bulky Attacker",898.5699470955203
155,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Zoroark_Mixed Attacker, Shiftry_Physically Mixed, Grumpig_Offensive Utility, Emboar_Choice Scarf",1014.836157259417
156,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Raikou_Calm Mind, Tornadus-Therian_Assault Vest Pivot, Sceptile-Mega_All-out Attacker, Emolga_Support",1078.207426817694
157,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Mesprit_Choice Scarf, Nidoking_Wallbreaker, Leafeon_Choice Band, Jolteon_All-Out Attacking",1022.6787333298645
158,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Servine_Substitute + Synthesis, Cherrim_Offensive Healing Wish, Scizor-Mega_Pursuit, Electrode_All-Out Attacker",806.0503880190589
159,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Machop_Choice Scarf, Porygon-Z_Double Dance, Archeops_BulkyCheops, Cryogonal_Offensive Rapid Spinner",704.5506260314723
160,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Cryogonal_Offensive Rapid Spinner, Liepard_Choice Band, Xatu_Defensive Pivot, Latios_Life Orb Attacker",891.8080322364879
161,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Raikou_Choice Specs, Woobat_Baton Pass Recipient, Slowbro-Mega_Calm Mind, Xatu_Calm Mind",950.4161803652827
162,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Illumise_Substitute + Baton Pass, Kyurem-Black_Choice Scarf, Toxicroak_Bulky Croak, Sandslash_Sand Rush",1027.8835108269777
163,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Alakazam_Revenge Killer, Regigigas_Tank, Jellicent_Physically Defensive, Chespin_Bulk Up",894.4433047092207
164,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Camerupt_Choice Specs, Combusken_Life Orb, Pinsir_Choice Band, Articuno_Specially Defensive",822.2731293885595
165,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Omanyte_Entry Hazard Setter, Keldeo_Choice Specs, Malamar_RestTalk, Ludicolo_Rain Dance Sweeper",900.9064515267528
166,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Meloetta_En Pointe, Porygon_Bulky Attacker, Gliscor_Swords Dance Stallbreaker, Mandibuzz_Physically Defensive",1053.4016298005
167,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Vaporeon_Wish, Lopunny_Offensive Utility, Stoutland_Sand Rush, Thundurus-Therian_Agility",949.7522718509525
168,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Porygon-Z_Choice Specs, Articuno_Burd (Offensive), Jolteon_All-Out Attacking, Umbreon_Cleric / Wish Pass",1164.5747000060776
169,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Dragonite_Choice Band, Swellow_Guts Attacker, Cresselia_Support, Meowstic-M_Dual Screens",949.8129723525227
170,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Tentacruel_Support, Weezing_Mixed Tank, Aerodactyl-Mega_Offensive, Snover_Eviolite",867.3837891161689
171,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Porygon-Z_Double Dance, Thundurus_Mixed Attacker, Beheeyem_Defensive Nasty Plot, Xatu_Defensive Pivot",921.0119479043691
172,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Jolteon_All-out Attacker, Castform_Chasing Rainbows, Stantler_Wallbreaker, Relicanth_Physically Defensive",923.0176591824684
173,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Xatu_Calm Mind, Jirachi_Specially Defensive, Zoroark_Mixed Attacker, Noctowl_Defensive Defog",785.7707780542057
174,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Porygon_Defensive, Kyurem_SubRoost, Roselia_Offensive, Weepinbell_Sun Sweeper",850.2763385357337
175,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Kingdra_Dragon Dance, Lapras_Choice Specs, Ludicolo_Rain Dance Sweeper, Landorus-Therian_Double Dance",1052.1274818445286
176,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Clefable_Calm Mind + Magic Guard, Emboar_Choice Scarf, Moltres_Life Orb Attacker, Relicanth_Physically Defensive",1117.2891827210724
177,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Omanyte_Entry Hazard Setter, Froakie_Mixed Attacker, Bronzong_Defensive, Haxorus_Double Dance",704.7256836674899
178,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Delphox_Offensive Calm Mind, Raichu_Nasty Plot, Kyurem_Choice Specs, Abomasnow-Mega_Barack Aboma (Swords Dance)",1176.6365759975713
179,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Dwebble_Entry Hazard Layer, Dewgong_Specially Defensive, Altaria_Physically Defensive, Golurk_Stealth Rock",760.3224309475247
180,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Gurdurr_Bulk Up, Clamperl_Shell Smash, Gorebyss_Shell Smash, Furret_Choice Scarf",753.0840195768925
181,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Shiftry_Physically Mixed, Barbaracle_Choice Scarf, Hitmonlee_Choice Scarf, Malamar_RestTalk",1157.6180317414114
